IsWon,IsClosed,LeadId,LeadCreateDate,CompanyName,Country,Department,EmailDomain,Industry,JobTitle,IsTraining
TRUE,TRUE,00Q7000000J9NeFEAV,12/5/2007 22:50:39,Argon ST. Inc.,,,@argonst.com,,,TRUE
FALSE,TRUE,00Q7000000J8mnEEAR,12/5/2007 0:31:11,Qualcomm Incorporated,,,@qualcomm.com,,,TRUE
FALSE,TRUE,00Q7000000J9AoIEAV,12/5/2007 19:01:00,City of Los Angeles,,,@lacity.org,,,TRUE
FALSE,TRUE,00Q7000000J8ldnEAB,12/4/2007 22:44:53,1800flowers.com,,,@1800flowers.com,,,TRUE
TRUE,TRUE,00Q7000000J9AcTEAV,12/5/2007 18:49:06,The Warranty Group eCommerce,,,@us.thewg.com,,,TRUE
FALSE,TRUE,00Q7000000dn3nQEAQ,11/15/2011 18:12:41,The Warranty Group eCommerce,,,@us.thewg.com,Unknown,,TRUE
FALSE,TRUE,00Q7000000eGlINEA0,1/5/2012 22:45:24,The Warranty Group eCommerce,,,@us.thewg.com,,,TRUE
FALSE,TRUE,00Q7000000J9McVEAV,12/5/2007 22:48:34,AutoZone Parts Inc.,,,@autozone.com,,,TRUE
TRUE,TRUE,00Q7000000MkLnFEAV,6/26/2008 16:39:41,AutoZone Parts Inc.,,,,,,TRUE
TRUE,TRUE,00Q7000000PnysiEAB,3/2/2009 21:46:47,Utah Education Network,,,@uen.org,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000Pzrz1EAB,4/17/2009 22:22:44,Utah Education Network,,,@uen.org,,Project Manager,TRUE
FALSE,TRUE,00Q7000000J9AdcEAF,12/5/2007 18:52:22,CA Inc.,,,@ca.com,,,TRUE
TRUE,TRUE,00Q7000000SPJUZEA5,11/3/2009 17:14:11,CA Inc.,,,@ca.com,,Associate/Analyst,TRUE
FALSE,TRUE,00Q7000000LlnEmEAJ,4/15/2008 17:46:53,Miller Zell,,,@millerzell.com,,,TRUE
TRUE,TRUE,00Q7000000TfRyOEAV,1/28/2010 23:10:04,Sungard Higher Education,,,@sungardhe.com,,,TRUE
FALSE,FALSE,00Q7000000J8mQEEAZ,12/4/2007 23:36:14,Sungard Higher Education,,,@sungardhe.com,,,FALSE
TRUE,TRUE,00Q7000000Lw3BNEAZ,4/29/2008 19:45:06,Noridian Mutual Insurance Company,,,@noridian.com,,,TRUE
TRUE,TRUE,00Q7000000i7YiVEAU,7/17/2012 1:58:00,Noridian Mutual Insurance Company,,,@noridian.com,,Architect/Developer,TRUE
FALSE,TRUE,00Q7000000KC4KWEA1,1/28/2008 10:46:00,The Bank of New York Mellon Corporation,,,@bnymellon.com,,,TRUE
FALSE,TRUE,00Q7000000jVFLXEA4,9/11/2012 14:36:05,The Bank of New York Mellon Corporation,,,@bnymellon.com,Financial Services,Architect/Developer,TRUE
FALSE,TRUE,00Q7000000osYUFEA2,5/23/2013 15:53:01,The Bank of New York Mellon Corporation,,,@bnymellon.com,Financial Services,,FALSE
FALSE,TRUE,00Q70000012wdLjEAI,1/22/2015 19:44:05,The Bank of New York Mellon Corporation,United States,Technical - IT/Support,@bnymellon.com,Financial Services,C-Level/Executive/VP,FALSE
FALSE,TRUE,00Q7000000yJt04EAC,6/12/2014 19:42:08,The Bank of New York Mellon Corporation,United States,Technical - IT/Support,@bnymellon.com,Financial Services,Director/Manager,TRUE
FALSE,FALSE,00Q7000000J9MTmEAN,12/5/2007 21:53:20,Synovate,,,@synovate.com,,,FALSE
TRUE,TRUE,00Q7000000L5GN4EAN,3/13/2008 16:14:03,UCSD Auxiliary & Plant Services,,,@ucsd.edu,,,TRUE
TRUE,TRUE,00Q7000000KzPzQEAV,3/7/2008 18:39:45,National Democratic Institute For International Affairs,,,@ndi.org,,,TRUE
FALSE,TRUE,00Q7000000dBjjqEAC,10/14/2011 13:48:40,National Democratic Institute For International Affairs,,,@ndi.org,,,TRUE
TRUE,TRUE,00Q7000000TEecjEAD,1/7/2010 15:15:48,National Democratic Institute For International Affairs,United States,,@gmail.com,Not For Profit / NGO,C-Level/Executive/VP,TRUE
FALSE,FALSE,00Q7000000KxbzwEAB,3/6/2008 16:11:09,Northeast Health,,,@nehealth.com,,,FALSE
FALSE,TRUE,00Q7000000KO5oDEAT,2/5/2008 18:09:04,Monolith Software Solutions,,,@monolithss.com,,,TRUE
TRUE,TRUE,00Q7000000LYsLREA1,4/1/2008 23:15:58,National Board of Medical Examiners Inc,,,@nbme.org,,,TRUE
FALSE,TRUE,00Q70000016PTw4EAG,4/28/2015 13:17:31,University at Albany,United States,Technical - IT/Support,@albany.edu,Education,Developer/Engineer,FALSE
TRUE,TRUE,00Q7000000LaIQwEAN,4/2/2008 23:03:47,University at Albany,,,@uamail.albany.edu,,,TRUE
FALSE,TRUE,00Q7000000Ljs4vEAB,4/9/2008 23:10:02,LSU ITS,,,@lsu.edu,,,TRUE
TRUE,TRUE,00Q7000000KQoyjEAD,2/11/2008 17:32:27,TSA Corporate Services Inc. dba The Sports Authority,,,@thesportsauthority.com,,,TRUE
FALSE,FALSE,00Q7000000M2pipEAB,5/7/2008 21:51:07,Tasc Analytical Science Corp,,,@msn.com,,,FALSE
FALSE,FALSE,00Q7000000JbaYAEAZ,1/4/2008 1:03:18,CMP Information,UK,,@cmpi.biz,,,FALSE
TRUE,TRUE,00Q7000000LHzxrEAD,3/26/2008 14:02:20,Avenue A | Razorfish,,,@avenuea-razorfish.com,,,TRUE
FALSE,FALSE,00Q7000000La4OUEAZ,4/2/2008 17:44:42,Cross Country Healthcare,,,@crosscountry.com,,,FALSE
TRUE,TRUE,00Q7000000Ln49REAR,4/17/2008 19:43:41,Johnson & Johnson - Merck Consumer Pharmaceuticals Co.,,,@mccus.jnj.com,,,TRUE
TRUE,TRUE,00Q7000000M358OEAR,5/9/2008 14:01:35,Domino's Pizza LLC,,,@dominos.com,,,TRUE
FALSE,TRUE,00Q7000000LkKyWEAV,4/10/2008 18:23:29,Toll Brothers Inc.,,,@tollbrothersinc.com,,,TRUE
TRUE,TRUE,00Q7000000Ln2qDEAR,4/17/2008 19:13:51,TechInsights Studio Inc.,,,@cmp.com,,,TRUE
FALSE,TRUE,00Q7000000Mc0CoEAJ,6/12/2008 13:26:22,Consilium Consulting Inc.,,,@consiliumc.com,,,TRUE
TRUE,TRUE,00Q7000000MwQsvEAF,7/12/2008 4:49:08,Sterling Commerce,,,@stercomm.com,,,TRUE
FALSE,FALSE,00Q7000000RAWOyEAP,7/2/2009 10:59:19,Sterling Commerce,,,@stercomm.com,,Other,FALSE
FALSE,TRUE,00Q7000000LaGnqEAF,4/2/2008 21:31:12,Blast Radius Inc.,Canada,,@blastradius.com,,,TRUE
FALSE,TRUE,00Q7000000SQq3GEAT,11/20/2009 13:42:01,Blast Radius Inc.,,,@blastradius.com,,C-Level/Executive/VP,TRUE
TRUE,TRUE,00Q7000000Mc20yEAB,6/12/2008 15:23:34,Honda R&D Americas Inc.,,,@hra.com,,,TRUE
TRUE,TRUE,00Q7000000MaGI5EAN,6/9/2008 13:25:16,World Food Programme,,,@wfp.org,,,TRUE
FALSE,TRUE,00Q7000000TCD1wEAH,12/10/2009 18:19:58,World Food Programme,,,@wfp.org,,C-Level/Executive/VP,TRUE
TRUE,TRUE,00Q7000000MNps6EAD,5/21/2008 15:47:00,Highbridge Capital,,,@highbridge.com,,,TRUE
TRUE,TRUE,00Q7000000iV2wSEAS,7/31/2012 11:29:16,Citizens Property Insurance Corporation,,,@citizensfla.com,,,TRUE
FALSE,TRUE,00Q7000000x9J89EAE,5/7/2014 17:57:33,Citizens Property Insurance Corporation,,Technical - IT/Support,@citizensfla.com,Insurance,Administrator,TRUE
FALSE,TRUE,00Q7000000wqjGbEAI,4/9/2014 17:39:54,Citizens Property Insurance Corporation,,,@citizensfla.com,Insurance,Director/Manager,TRUE
FALSE,TRUE,00Q7000000MZrsZEAT,6/6/2008 15:53:44,Conenza Inc.,,,@conenza.com,,,TRUE
TRUE,TRUE,00Q7000000MuZpYEAV,7/2/2008 20:50:22,Alliance Consulting,,,@mccus.jnj.com,,,TRUE
FALSE,TRUE,00Q7000000MP2JUEA1,5/28/2008 17:18:06,ALIPH,,,@aliph.com,,,TRUE
TRUE,TRUE,00Q7000000M2f5VEAR,5/7/2008 13:34:08,Rite Aid Corporation,,,@riteaid.com,,,TRUE
TRUE,TRUE,00Q7000000NRPpLEAX,8/11/2008 15:10:59,University of Portland,,,@up.edu,Education,,TRUE
TRUE,TRUE,00Q7000000Nt2foEAB,9/25/2008 20:58:05,BeloitSG,,,@beloitsg.com,,,TRUE
TRUE,TRUE,00Q7000000NZvmcEAD,8/28/2008 23:04:54,IHS,,,@healthcareanytime.com,,,TRUE
FALSE,TRUE,00Q7000000OTk2yEAD,11/18/2008 0:57:15,IHS,,,@healthcareanytime.com,,,TRUE
TRUE,TRUE,00Q7000000NDiYXEA1,8/4/2008 22:14:52,Railinc Corporation,,,@railinc.com,,,TRUE
TRUE,TRUE,00Q7000000NBMKiEAP,7/25/2008 0:58:21,Computer Sciences Corporation,,,@csc.com,,,TRUE
FALSE,TRUE,00Q7000000NC8jBEAT,7/29/2008 0:29:56,Athens Independent School District,,,@athensisd.net,,,TRUE
FALSE,FALSE,00Q7000000Nt8O2EAJ,9/26/2008 9:11:49,Go Trans Globe,,,@gotransglobe.com,,,FALSE
FALSE,TRUE,00Q7000000V3SNDEA3,4/14/2010 12:17:53,Batesville Casket Company,United States,,@batesville.com,,Associate/Analyst,TRUE
FALSE,TRUE,00Q7000000N9weXEAR,7/17/2008 21:44:03,Batesville Casket Company,,,@batesville.com,,,TRUE
TRUE,TRUE,00Q7000000NsEiAEAV,9/22/2008 21:37:00,GeoDecisions,,,@gfnet.com,,,TRUE
TRUE,TRUE,00Q7000000MIqaLEAT,5/16/2008 6:16:20,Florida Community College Jacksonville,,,@fccj.edu,,,TRUE
FALSE,TRUE,00Q7000000OBBCDEA5,10/22/2008 15:35:31,Florida Community College Jacksonville,,,@fccj.edu,,,TRUE
TRUE,TRUE,00Q7000000KEQqgEAH,1/31/2008 17:42:25,Virginia Commonwealth University,,,@vcu.edu,,,TRUE
TRUE,TRUE,00Q7000000P5qytEAB,1/15/2009 17:12:53,Virginia Commonwealth University,,,@vcu.edu,,C-Level/Executive/VP,TRUE
TRUE,TRUE,00Q7000000O2FmuEAF,10/20/2008 18:38:01,Play Hard Sports,,,@playhard.net,,,TRUE
TRUE,TRUE,00Q7000000NyDqmEAF,10/1/2008 15:42:17,VerticallSoft Tecnologias y Sistemas,,,@verticallsoft.cl,,,TRUE
FALSE,TRUE,00Q7000000TfTGXEA3,1/29/2010 12:29:08,VerticallSoft Tecnologias y Sistemas,,,@verticallsoft.cl,,C-Level/Executive/VP,TRUE
TRUE,TRUE,00Q7000000O0vJcEAJ,10/14/2008 18:23:44,Newedge Group,,,@newedgegroup.com,,,TRUE
FALSE,TRUE,00Q7000000NrWvEEAV,9/18/2008 16:02:50,TSCAN Corp,,,@tscan.biz,,,TRUE
FALSE,TRUE,00Q7000000O1kHxEAJ,10/17/2008 13:56:33,Soaficient,,,@soaficient.com,,,TRUE
TRUE,TRUE,00Q7000000MxA1CEAV,7/16/2008 22:08:10,Agentrics,,,@agentrics.com,,,TRUE
FALSE,TRUE,00Q7000000fEaT8EAK,2/6/2012 22:24:50,Columbia University School of Law,,,@law.columbia.edu,,,TRUE
TRUE,TRUE,00Q7000000MwQgXEAV,7/12/2008 5:10:55,Columbia University School of Law,,,@columbia.edu,,,TRUE
TRUE,TRUE,00Q7000000NyDuXEAV,10/1/2008 15:12:37,Jamaica Ministry of Education,,,@cwjamaica.com,,,TRUE
FALSE,TRUE,00Q7000000LlOEQEA3,4/14/2008 18:36:07,Teachers' Retirement System of NYC,,,@trs.nyc.ny.us,,,TRUE
TRUE,TRUE,00Q7000000O1Ak9EAF,10/15/2008 15:51:40,Kaiser Permanente,,,@kp.org,,,TRUE
FALSE,TRUE,00Q7000000P59fgEAB,1/13/2009 16:38:33,Pershing LLC,,,@pershing.com,,Project Manager,TRUE
FALSE,TRUE,00Q7000000fHiIdEAK,2/28/2012 19:26:13,Pershing LLC,,,@pershing.com,,Other,TRUE
FALSE,TRUE,00Q7000000guZPtEAM,5/21/2012 14:30:47,Pershing LLC,,,@pershing.com,,,TRUE
TRUE,TRUE,00Q7000000NyR3rEAF,10/2/2008 18:03:51,Pershing LLC,,,@pershing.com,,,TRUE
TRUE,TRUE,00Q7000000Ntv1EEAR,9/30/2008 21:03:38,CMiC,,,@cmic.ca,,,TRUE
FALSE,TRUE,00Q7000000O0h04EAB,10/13/2008 21:35:25,West Corporation,,,@west.com,,,TRUE
TRUE,TRUE,00Q7000000OTRMwEAP,11/17/2008 19:24:35,InterCompenentWare Inc.,,,@icw-global.com,,,TRUE
FALSE,TRUE,00Q7000000SO4lsEAD,10/15/2009 18:20:01,Harcase Software Ltd,,,@harcase.com,,C-Level/Executive/VP,TRUE
TRUE,TRUE,00Q7000000McALaEAN,6/12/2008 21:12:23,Harcase Software Ltd,Canada,,@harcase.com,,,TRUE
TRUE,TRUE,00Q7000000NAitMEAT,7/22/2008 23:16:52,Automatic Data Processing,,,@adp.com,,,TRUE
FALSE,TRUE,00Q7000000zP6lpEAC,7/29/2014 16:37:44,Automatic Data Processing,United States,Other,@adp.com,Outsourced Human Resources Services,Director/Manager,FALSE
FALSE,FALSE,00Q70000011szG2EAI,12/3/2014 16:46:51,Automatic Data Processing,United States,Technical - IT/Support,@adp.com,Financial Services,Director/Manager,FALSE
TRUE,TRUE,00Q7000000O0DQmEAN,10/10/2008 19:29:35,CNO Services LLC,,,@conseco.com,,,TRUE
FALSE,TRUE,00Q7000000PU45ZEAT,2/12/2009 15:55:49,CNO Services LLC,,,@conseco.com,,Project Manager,TRUE
TRUE,TRUE,00Q7000000q2S00EAE,7/8/2013 19:27:08,CNO Services LLC,,,@banklife.com,,,TRUE
TRUE,TRUE,00Q7000000fGLH0EAO,2/21/2012 19:46:53,CNO Services LLC,,,@cnoinc.com,Financial Services,Project Manager,TRUE
FALSE,TRUE,00Q7000000QCEdzEAH,4/15/2009 15:08:44,Centric Consulting LLC,,,@centricconsulting.com,,Independent Contractor,TRUE
FALSE,TRUE,00Q7000000OT5Z6EAL,11/15/2008 2:39:43,Electronic Arts,,,@ea.com,,,TRUE
FALSE,TRUE,00Q7000000RZ1IsEAL,7/30/2009 15:20:14,Electronic Arts,,,@ea.com,,Other,TRUE
FALSE,TRUE,00Q7000000PU6imEAD,2/12/2009 16:54:45,Electronic Arts,,,@ea.com,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000YbbpOEAR,1/19/2011 8:52:29,Electronic Arts,United States,,@ea.com,Technology,Other,TRUE
FALSE,TRUE,00Q7000000NyJVwEAN,10/1/2008 21:02:04,Lethbridge College,,,@lethbridgecollege.ab.ca,,,TRUE
FALSE,TRUE,00Q7000000OVZvaEAH,11/25/2008 21:43:04,Impulse IT,Chile,,@impulseit.com,,,TRUE
FALSE,TRUE,00Q7000000Q9gfLEAR,4/2/2009 23:44:36,Impulse IT,,,@impulseit.com,,C-Level/Executive/VP,TRUE
TRUE,TRUE,00Q7000000IoshQEAR,11/17/2007 4:52:43,JB Hunt Transport Inc.,,,@jbhunt.com,,,TRUE
TRUE,TRUE,00Q7000000Oheh4EAB,12/10/2008 23:39:30,VitalSmarts,,,@vitalsmarts.com,,,TRUE
FALSE,TRUE,00Q7000000ODx0NEAT,11/3/2008 21:37:40,Portland Websworks Inc,,,@portlandwebworks.com,,,TRUE
FALSE,TRUE,00Q7000000QhB3wEAF,5/25/2009 8:41:16,CGI Suomi OY (CGI Finland),,,@logica.com,,,TRUE
FALSE,TRUE,00Q7000000OT3ViEAL,11/14/2008 21:29:58,Lockheed Martin,,,@lmco.com,,,TRUE
FALSE,TRUE,00Q7000000OejXAEAZ,12/1/2008 14:49:00,IFC Advisory Services,,,@ifc.org,,,TRUE
TRUE,TRUE,00Q7000000ROavREAT,7/22/2009 17:30:16,Yahoo! Inc.,,,@yahoo-inc.com,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q700000159S7zEAE,2/27/2015 19:53:28,Yahoo! Inc.,United States,Technical - IT/Support,@yahoo-inc.com,Technology,Other,TRUE
TRUE,TRUE,00Q7000000QXhEBEA1,5/4/2009 17:43:35,Yahoo! Inc.,,,@yahoo-inc.com,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000OfD8PEAV,12/2/2008 22:47:21,Preferred Brands,,,@preferredbrandscorp.com,,,TRUE
FALSE,TRUE,00Q7000000NTjm1EAD,8/19/2008 16:06:24,ERM Partners,,,@ermpartners.biz,,,TRUE
TRUE,TRUE,00Q7000000OoVDMEA3,12/20/2008 2:03:19,Queen's University,,,@queensu.ca,,,TRUE
FALSE,TRUE,00Q7000000Rl7vlEAB,9/29/2009 15:32:15,Gartner Inc.,,,@gartner.com,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000Ohta6EAB,12/11/2008 20:08:21,System Maker,,,@systemmaker.com,,,TRUE
FALSE,TRUE,00Q7000000OoV7VEAV,12/20/2008 1:03:20,PG & E,,,@pge.com,,,TRUE
FALSE,TRUE,00Q7000000RALuTEAX,7/1/2009 16:09:50,Verizon Business,,,@verizonbusiness.com,,,TRUE
FALSE,TRUE,00Q7000000RhuZIEAZ,8/17/2009 22:27:22,Verizon Business,,,@verizonbusiness.com,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000RjFvWEAV,9/4/2009 18:42:59,Verizon Business,,,@verizonbusiness.com,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000s8f8WEAQ,10/4/2013 13:18:38,Verizon Business,,,@verizon.com,,Project Manager,TRUE
TRUE,TRUE,00Q7000000YbiCoEAJ,1/19/2011 20:28:18,Verizon Business,,,@verizonbusiness.com,,Project Manager,TRUE
FALSE,TRUE,00Q7000000qHg3SEAS,7/16/2013 20:59:59,Ohio State University,,,@osu.edu,Education,,FALSE
FALSE,TRUE,00Q7000000SOLsrEAH,10/20/2009 18:03:16,E-Markets,,,@e-markets.com,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000P3q16EAB,1/7/2009 15:47:49,Intecna,,,,,Other,TRUE
FALSE,TRUE,00Q7000000P3Sz3EAF,1/5/2009 21:53:35,Jazz Wireless Data,,,@tx.rr.com,,,TRUE
FALSE,TRUE,00Q7000000OoFjJEAV,12/18/2008 21:11:08,FoodLogiQ,,,@foodlogiq.com,,,TRUE
FALSE,TRUE,00Q7000000gsCV2EAM,5/15/2012 19:26:59,FoodLogiQ,,,@foodlogiq.com,Consumer Products,Project Manager,TRUE
FALSE,FALSE,00Q7000000OVGQ6EAP,11/24/2008 21:51:11,Kaigen Solution K.K.,,,@kaigen-solution.com,,C-Level/Executive/VP,FALSE
TRUE,TRUE,00Q7000000P3JGCEA3,1/5/2009 18:43:45,Wisconsin Department of Revenue,,,@revenue.wi.gov,,Other,TRUE
FALSE,TRUE,00Q7000000P3QYcEAN,1/5/2009 20:16:44,Kare Partners,,,@karepartners.com,,,TRUE
FALSE,TRUE,00Q7000000Tego4EAB,1/19/2010 11:53:34,OA Solutions,Canada,,@mentalhealthcommission.ca,,,TRUE
TRUE,TRUE,00Q7000000RkGdGEAV,9/17/2009 20:56:20,OA Solutions,,,@oasolutions.ca,,,TRUE
FALSE,TRUE,00Q7000000P4cS4EAJ,1/9/2009 23:17:24,GATX,,,@gatx.com,,,TRUE
FALSE,TRUE,00Q7000000OVVhBEAX,11/25/2008 17:32:22,Standards Council of Canada,,,@scc.ca,,,TRUE
TRUE,TRUE,00Q7000000fanHDEAY,3/5/2012 13:03:07,EMC Corporation,,,@emc.com,,Architect/Developer,TRUE
FALSE,TRUE,00Q7000000PGlSPEA1,1/27/2009 21:50:24,City of Philadelphia,,,@phila.gov,,,TRUE
TRUE,TRUE,00Q7000000P57xHEAR,1/13/2009 14:37:45,State Information Technology Consortium,,,@systemsandsoftware.org,,Project Manager,TRUE
TRUE,TRUE,00Q7000000Rah8OEAR,8/6/2009 11:13:49,State Information Technology Consortium,,,@sysrad.com,,Project Manager,TRUE
TRUE,TRUE,00Q7000000NsEpTEAV,9/22/2008 20:45:55,Endeca Technologies,,,@endeca.com,,,TRUE
TRUE,TRUE,00Q7000000SOh8ZEAT,10/23/2009 20:30:19,Endeca Technologies,,,@endeca.com,,Other,TRUE
FALSE,TRUE,00Q7000000TBZVoEAP,12/2/2009 14:13:42,Endeca Technologies,,,@endeca.com,,Project Manager,TRUE
TRUE,TRUE,00Q7000000ZVuT8EAL,3/16/2011 22:42:00,Endeca Technologies,United States,,@endeca.com,Consulting,C-Level/Executive/VP,TRUE
TRUE,TRUE,00Q7000000PWWbQEAX,2/17/2009 21:46:56,The National Renewable Energy Laboratory,,,@nrel.gov,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000XiPy3EAF,10/22/2010 20:29:46,Ontario Telemedicine Network,,,@otn.ca,Healthcare,,TRUE
FALSE,TRUE,00Q7000000f6srxEAA,1/30/2012 20:34:14,Ontario Telemedicine Network,,,@otn.ca,,,TRUE
FALSE,TRUE,00Q7000000dls2AEAQ,11/7/2011 23:29:35,Ontario Telemedicine Network,,,@otn.ca,,,TRUE
FALSE,TRUE,00Q7000000P53cfEAB,1/13/2009 0:09:38,Asurion,,,@asurion.com,,Project Manager,TRUE
FALSE,FALSE,00Q7000000PGWfiEAH,1/27/2009 9:32:35,Tissat,,,,,,FALSE
FALSE,TRUE,00Q7000000P5R6OEAV,1/14/2009 21:16:39,Adobe Systems Inc.,,,@adobe.com,,C-Level/Executive/VP,TRUE
FALSE,TRUE,00Q7000000P6CeHEAV,1/16/2009 16:38:48,WCSI,,,@fbfs.com,,Other,TRUE
